"门店名称","门店编号","开业时间","销售总额"
太原红沟路店,"80076005",2019-04-25 00:00:00.000,61432.78
荆州金源世纪城店,"80070914",2024-05-25 00:00:00.000,61408.09
武汉新天社区店,"80018456",2024-05-01 00:00:00.000,61385.07
景德镇新厂店,"80059404",2019-04-27 00:00:00.000,61374.6
东莞格林小城店,"80050303",2018-04-20 00:00:00.000,61362.41
长沙德雅路店,"80040010",2017-01-01 00:00:00.000,61359.07
武汉二十四城店,"80018445",2024-03-23 00:00:00.000,61356.64
宁波北仑大碶店,"80068012",2018-12-30 00:00:00.000,61348.86
内江松山南路店,"80075846",2023-03-27 00:00:00.000,61323.12
郑州红旗店,"80034110",2017-01-01 00:00:00.000,61290.71
重庆渝北八中店,"80016285",2020-09-05 00:00:00.000,61290.45
绍兴东街店,"80068402",2018-06-18 00:00:00.000,61288.93
武汉海昌店,"80018268",2020-08-19 00:00:00.000,61277.03
郑州象湖店,"80034540",2023-04-26 00:00:00.000,61273.6
上海塘街店,"80010408",2017-01-01 00:00:00.000,61273.13
杭州华景街店,"80024602",2019-10-07 00:00:00.000,61265.39
成都蜀辉店,"80014215",2019-08-01 00:00:00.000,61261.22
南昌清水湾店,"80052079",2017-09-29 00:00:00.000,61248.5
南京空港公寓店,"80012436",2021-04-22 00:00:00.000,61247.9
北京四道口外卖专营店,"80037664",2024-07-14 00:00:00.000,61238.4
深圳龙华莱蒙水榭春天旺民街店,"80050326",2022-12-11 00:00:00.000,61229.01
青岛胶南海南店,"80031066",2021-06-05 00:00:00.000,61208.1
衢州江山云宾路店,"80066466",2023-09-28 00:00:00.000,61196.05
太原太航店,"80076065",2022-05-21 00:00:00.000,61178.66
上海塘浚店,"80010894",2022-07-18 00:00:00.000,61162.42
成都荣华店,"80014160",2018-03-31 00:00:00.000,61156.3
海口三西路店,"80070506",2021-11-12 00:00:00.000,61154.91
张家港美邻店,"80048219",2022-01-01 00:00:00.000,61148.49
连云港凤祥铭居店,"80056076",2021-09-29 00:00:00.000,61139.5
成都东城店,"80014046",2017-02-21 00:00:00.000,61137.88
重庆弹子石店,"80016012",2017-01-01 00:00:00.000,61129.31
上海竹亭店,"80010789",2020-07-26 00:00:00.000,61127.24
重庆云篆山水店,"80016152",2017-01-01 00:00:00.000,61126.89
长沙东三路店,"80040072",2021-03-05 00:00:00.000,61106.18
常州银河湾店,"80048162",2023-04-28 00:00:00.000,61100.16
连云港直销市场店,"80056002",2018-06-12 00:00:00.000,61078.98
内江汉祥店,"80075838",2022-12-02 00:00:00.000,61069.94
济南黄屯店,"80022029",2017-01-01 00:00:00.000,61067.82
济南卢浮公馆店,"80022139",2018-05-16 00:00:00.000,61065.02
武汉龙阳店,"80018157",2017-09-17 00:00:00.000,61064.97
成都清水路苑店,"80014217",2019-08-15 00:00:00.000,61025.7
南昌孺子路店,"80052088",2018-08-04 00:00:00.000,61010.77
杭州桐庐瑶琳路店,"80024783",2023-04-26 00:00:00.000,60999.72
盐城天工店,"80044835",2020-06-19 00:00:00.000,60995.95
北京旧宫店,"80037465",2020-05-15 00:00:00.000,60987.71
天津姚村店,"80036228",2022-12-15 00:00:00.000,60966.99
杭州池塘庙店,"80024743",2022-06-21 00:00:00.000,60927.55
成都为民店,"80014305",2021-06-11 00:00:00.000,60895.09
泰州国庆中路店,"80044108",2017-03-15 00:00:00.000,60890.31
淄博凤凰城店,"80051051",2020-06-03 00:00:00.000,60885.81
苏州星韵店,"80024340",2023-08-22 00:00:00.000,60832.54
济南锦绣澜湾店,"80022133",2017-12-25 00:00:00.000,60802.92
南京商城小区店,"80012466",2022-03-30 00:00:00.000,60801.18
深圳365花园店,"80050049",2017-01-01 00:00:00.000,60790.98
宁波高新区研发园店,"80068054",2024-05-11 00:00:00.000,60789.17
杭州金都店,"80024514",2017-01-01 00:00:00.000,60782.75
济南玉函店,"80022142",2018-06-02 00:00:00.000,60749.84
郑州交通店,"80034005",2017-01-01 00:00:00.000,60711.52
武汉璟汇路店,"80018364",2022-05-15 00:00:00.000,60672.13
武汉东立街店,"80018528",2024-05-18 00:00:00.000,60666.3
南京江宁通淮街2店,"80012548",2022-09-18 00:00:00.000,60656.49
常州陈渡桥店,"80048181",2024-08-02 00:00:00.000,60651.05
重庆融侨城花漫庭店,"80016340",2021-10-26 00:00:00.000,60647.05
南通白蒲农贸市场店,"80044191",2019-06-01 00:00:00.000,60634.96
武汉后湖南路店,"80018264",2020-08-07 00:00:00.000,60629.29
伊宁西花坛雅居店,"80079901",2024-05-31 00:00:00.000,60625.95
成都百伦店,"80014330",2022-01-29 00:00:00.000,60607.9
苏州昆山招商花园城店,"80081021",2023-10-12 00:00:00.000,60604.66
郑州紫辰路店,"80034511",2019-04-26 00:00:00.000,60598.89
淮安樱花农贸市场店,"80044139",2017-08-12 00:00:00.000,60582.58
襄阳南街店,"80070816",2020-04-29 00:00:00.000,60558.8
淄博张桓店,"80051005",2017-01-01 00:00:00.000,60494.09
合肥新亚店,"80020023",2017-01-01 00:00:00.000,60485.28
深圳福安雅园店,"80050102",2020-06-20 00:00:00.000,60457.95
泰州怡景花园店,"80044241",2020-09-09 00:00:00.000,60448.3
南通跃龙南路店,"80044182",2020-07-15 00:00:00.000,60438.98
济南紫云府店,"80022163",2018-11-10 00:00:00.000,60410.59
重庆江南水岸店,"80016279",2020-08-05 00:00:00.000,60395.22
武汉百川路店,"80018325",2021-07-21 00:00:00.000,60391.41
自贡同兴路店,"80080209",2020-08-23 00:00:00.000,60389.12
南京笆斗山路,"80012350",2018-12-18 00:00:00.000,60374.74
北京竹园西街店,"80037657",2024-06-12 00:00:00.000,60340.78
重庆紫御江山店,"80016343",2021-10-26 00:00:00.000,60326.11
兴化城北店,"80044301",2022-03-09 00:00:00.000,60318
深圳宝安满京华云著店,"80050186",2024-07-20 00:00:00.000,60317.29
重庆盘龙花园店,"80016428",2024-04-06 00:00:00.000,60304.96
金华义乌北苑店,"80068224",2022-03-05 00:00:00.000,60235.46
湖州吴兴仁北店,"80069425",2024-05-16 00:00:00.000,60231.18
杭州顺达路店,"80024712",2021-12-03 00:00:00.000,60210.87
南充晶莹路店,"80075016",2022-06-02 00:00:00.000,60208.36
青岛香江一路店,"80031103",2024-04-18 00:00:00.000,60166.13
成都双清店,"80014009",2017-01-01 00:00:00.000,60164.17
武汉北洋桥村店,"80018449",2024-04-01 00:00:00.000,60160.28
西安上林苑店,"80032215",2023-05-05 00:00:00.000,60150.64
天津天保市场店,"80036171",2021-07-27 00:00:00.000,60145.7
芜湖公园大道店,"80042119",2019-06-10 00:00:00.000,60141.23
天津万源店,"80036266",2024-07-25 00:00:00.000,60121.77
天津向阳路店,"80036122",2018-08-20 00:00:00.000,60113.2
衢州柯城兴华店,"80066461",2023-08-18 00:00:00.000,60069.38
马鞍山和泰嘉苑店,"80042027",2017-01-01 00:00:00.000,60069.07
重庆保利时代广场,"80016291",2020-10-19 00:00:00.000,60030.42
淮安南方花园店,"80056137",2024-06-16 00:00:00.000,60020.07
宿迁泗洪百星花园店,"80054252",2024-06-01 00:00:00.000,60018.23
金华义乌杨村店,"80068227",2022-12-30 00:00:00.000,60002.69
杭州之江家园店,"80024740",2022-06-01 00:00:00.000,59999.59
成都玉林店,"80014097",2017-01-01 00:00:00.000,59994.31
北京昌平安河家园店,"80037602",2023-05-22 00:00:00.000,59968.14
重庆空港佳园店,"80016281",2020-08-17 00:00:00.000,59960.06
淮安滨河菜场店,"80056108",2023-04-05 00:00:00.000,59951.7
成都中海云熙店,"80014356",2022-11-04 00:00:00.000,59944.18
南通九九广场店,"80044244",2020-10-14 00:00:00.000,59943.28
无锡广勤店,"80048029",2017-12-27 00:00:00.000,59916.59
沈阳洪湖南街店,"80064418",2022-06-27 00:00:00.000,59905.62
南通海尚家园店,"80044321",2022-08-31 00:00:00.000,59903.53
六安万达广场店,"80020304",2017-09-09 00:00:00.000,59890.94
成都华剑店,"80014393",2024-03-20 00:00:00.000,59890.12
重庆融汇半岛店,"80016273",2020-07-18 00:00:00.000,59889.05
合肥西习友店,"80020603",2018-11-22 00:00:00.000,59878
芜湖学府路店,"80042155",2022-02-24 00:00:00.000,59877.24
南京环北市场店,"80012167",2017-01-01 00:00:00.000,59871.53
黄石湖师店,"80070230",2023-05-12 00:00:00.000,59868.61
重庆碚都佳园,"80016232",2019-08-23 00:00:00.000,59830.52
杭州登云路店,"80024547",2018-05-15 00:00:00.000,59820.25
嘉兴江南摩尔店,"80069008",2019-04-18 00:00:00.000,59801.23
重庆李正店,"80016146",2017-01-01 00:00:00.000,59764.92
重庆巴山店,"80016267",2020-06-20 00:00:00.000,59753.04
宣城腾达市场店,"80056829",2023-09-04 00:00:00.000,59745.61
济南明珠店,"80022075",2017-01-01 00:00:00.000,59743.2
青岛漫玉湾店,"80031009",2018-05-07 00:00:00.000,59720.19
盐城城南印象店,"80044905",2024-06-24 00:00:00.000,59651.18
北京华创店,"80037589",2023-03-20 00:00:00.000,59630.86
南京民和路店,"80012407",2020-07-21 00:00:00.000,59619.27
宁波北联丰店,"80068050",2024-03-29 00:00:00.000,59617.83
江阴夏港菜场店,"80056613",2020-09-10 00:00:00.000,59604.71
重庆凤天店,"80016162",2017-01-01 00:00:00.000,59601.75
天门船闸店,"80071016",2024-08-03 00:00:00.000,59594.44
衢州衢江求实路店,"80066467",2023-12-22 00:00:00.000,59590.14
北京小营北路外卖专营店,"80037647",2024-05-05 00:00:00.000,59567.47
济南济泺店,"80022041",2017-01-01 00:00:00.000,59567.34
西安和生国际店,"80032094",2018-08-30 00:00:00.000,59564.54
上海泗通店,"80010922",2022-08-20 00:00:00.000,59557.05
合肥中铁广园店,"80020238",2019-03-28 00:00:00.000,59555.52
芜湖玖璋台店,"80042143",2021-09-24 00:00:00.000,59546.43
重庆青麓雅园店,"80016434",2024-05-15 00:00:00.000,59532.97
徐州温州商城店,"80046525",2021-05-10 00:00:00.000,59519.75
厦门前埔店,"80066001",2020-09-29 00:00:00.000,59508
郑州永平店,"80034152",2017-01-01 00:00:00.000,59497.12
成都泰安店,"80014062",2017-01-01 00:00:00.000,59478.9
淄博祥瑞园店,"80051083",2023-05-06 00:00:00.000,59477.75
成都槐花店,"80014379",2023-08-15 00:00:00.000,59461.53
天津华明市场店,"80036137",2019-12-13 00:00:00.000,59457.79
重庆双凤店,"80016098",2017-01-01 00:00:00.000,59444.99
苏州悟真店,"80024214",2020-05-13 00:00:00.000,59432.8
九江市沙河店,"80058020",2020-08-28 00:00:00.000,59380.23
南昌同乐店,"80052145",2022-05-31 00:00:00.000,59373.92
徐州开元店,"80046069",2017-08-08 00:00:00.000,59344.32
黄山黎阳店,"80056302",2021-05-07 00:00:00.000,59332.19
深圳信义华城街市店,"80050084",2019-03-26 00:00:00.000,59311.45
济南东晨街店,"80022177",2019-04-19 00:00:00.000,59310.02
武汉蓝海郡店,"80018400",2023-02-25 00:00:00.000,59282.79
石家庄栗康街店,"80062001",2018-04-23 00:00:00.000,59281.97
绍兴龙湖店,"80068427",2022-09-11 00:00:00.000,59265.48
杭州越秀店,"80024590",2019-07-20 00:00:00.000,59255.75
达州中心广场店,"80075454",2021-05-26 00:00:00.000,59229.37
盐城锦香花苑店,"80044875",2022-05-18 00:00:00.000,59226.33
嘉兴许村店,"80069022",2021-05-07 00:00:00.000,59205.2
北京亦庄店,"80037661",2024-06-27 00:00:00.000,59189.98
北京永定路店,"80037484",2020-09-25 00:00:00.000,59168.18
泰州恒景店,"80044180",2018-11-10 00:00:00.000,59126.49
武汉珞喻店,"80018153",2017-06-29 00:00:00.000,59113.72
杭州闻堰隐龙湾店,"80024747",2022-08-03 00:00:00.000,59107.56
重庆茄子溪店,"80016132",2017-01-01 00:00:00.000,59101.25
南昌滨江华府店,"80052189",2024-06-24 00:00:00.000,59069.89
长沙芙蓉嘉苑,"80040102",2022-10-29 00:00:00.000,59066.17
上饶王家坝店,"80058623",2020-04-08 00:00:00.000,59065.67
宁波高新区丹桂店,"80068047",2024-03-31 00:00:00.000,59037.17
成都清和店,"80014282",2020-10-22 00:00:00.000,59028.41
马鞍山恒大店,"80042054",2021-05-28 00:00:00.000,59025.98
杭州崇贤店,"80024504",2017-01-01 00:00:00.000,58974.3
泰州梅兰西路店,"80044196",2019-06-21 00:00:00.000,58963.38
内江龙湾半岛店,"80075804",2021-06-08 00:00:00.000,58962.58
天津南昌路店,"80036050",2017-01-01 00:00:00.000,58957.05
上海都庄店,"80010877",2021-12-02 00:00:00.000,58941.97
合肥华阳路店,"80020550",2022-09-06 00:00:00.000,58934.16
扬州邗江昌建广场店,"80045319",2023-11-09 00:00:00.000,58929.76
九江城西港店,"80058011",2019-05-01 00:00:00.000,58899.41
北京天通东苑店,"80037639",2024-03-28 00:00:00.000,58833.06
重庆跳蹬店,"80016429",2024-04-20 00:00:00.000,58825.29
重庆福荣达店,"80016236",2019-11-08 00:00:00.000,58823.56
盐城登达新天地店,"80044857",2021-04-27 00:00:00.000,58790.95
内江春天公园店,"80075832",2022-08-01 00:00:00.000,58762.1
上海碧云路店,"80011005",2023-06-09 00:00:00.000,58761.41
常州富强店,"80048133",2020-11-11 00:00:00.000,58740.95
北京八里庄店,"80037439",2019-09-29 00:00:00.000,58737.37
青岛山海湾店,"80031102",2023-10-24 00:00:00.000,58728.14
合肥新港雅苑店,"80020154",2023-05-04 00:00:00.000,58723.09
北京七圣南路店,"80037450",2020-03-13 00:00:00.000,58706.93
淮南春晓店,"80049035",2019-01-11 00:00:00.000,58661.27
上海少年村店,"80010703",2019-05-29 00:00:00.000,58646.34
西安东月路店,"80032265",2024-07-21 00:00:00.000,58638.77
盐城城北花园店,"80044832",2020-06-03 00:00:00.000,58636.58
盐城人民北路店,"80044149",2017-12-18 00:00:00.000,58629.68
济南祝甸店,"80022001",2017-01-01 00:00:00.000,58615.71
南充玫瑰园店,"80075019",2022-07-22 00:00:00.000,58595.14
南昌云飞店,"80052059",2017-01-01 00:00:00.000,58580.83
芜湖阳琴岛店,"80042128",2020-07-22 00:00:00.000,58573.47
上海陈宝菜场店,"80011021",2023-09-17 00:00:00.000,58567.86
长沙华夏路店,"80040041",2018-04-20 00:00:00.000,58565.01
深圳园岭八街店,"80050139",2021-11-04 00:00:00.000,58544.99
济南燕山店,"80022067",2017-05-05 00:00:00.000,58532.19
南通正余店,"80044220",2020-06-10 00:00:00.000,58518.48
南通颐景苑店,"80044213",2020-05-20 00:00:00.000,58512.7
巢湖建设局店,"80020402",2018-06-26 00:00:00.000,58510.23
杭州大关东苑店,"80024560",2019-03-23 00:00:00.000,58487.82
武汉得胜桥店,"80018162",2017-11-26 00:00:00.000,58486.7
重庆珠江太阳城店,"80016362",2022-05-31 00:00:00.000,58468.12
天津佳宁道店,"80036052",2017-01-01 00:00:00.000,58436.42
南通天都店,"80044003",2017-09-08 00:00:00.000,58417.25
长沙德政园路店,"80040036",2017-01-01 00:00:00.000,58413.7
徐州睢宁红旗店,"80046528",2021-08-10 00:00:00.000,58392.04
六安霍山南潭苑店,"80020345",2023-04-24 00:00:00.000,58373.96
重庆复盛店,"80016233",2019-08-30 00:00:00.000,58372.58
青岛海尔店,"80031025",2018-09-04 00:00:00.000,58356.41
武汉二雅店,"80018119",2017-01-01 00:00:00.000,58353.86
长春东湾半岛店,"80073305",2022-05-25 00:00:00.000,58350.36
武汉板桥店,"80018117",2017-01-01 00:00:00.000,58346.5
江阴天鹤店,"80056601",2019-08-10 00:00:00.000,58327.27
盐城四季新城店,"80044889",2023-08-06 00:00:00.000,58327.18
重庆荣昌富安路店,"80016312",2021-04-24 00:00:00.000,58304.38
九江怡芳苑店,"80058044",2024-07-20 00:00:00.000,58303.7
济南历山花园店,"80022128",2017-11-23 00:00:00.000,58302.34
宿迁西楚菜场店,"80054229",2021-03-11 00:00:00.000,58271.69
内江金石广场店,"80075866",2023-10-05 00:00:00.000,58256.67
合肥合瓦店,"80020068",2017-01-01 00:00:00.000,58252.87
成都都市港湾店,"80014270",2020-08-09 00:00:00.000,58252.04
泰州永安洲店,"80044357",2023-08-01 00:00:00.000,58229.85
合肥香樟店,"80020032",2017-01-01 00:00:00.000,58204.45
连云港香溢店,"80056105",2022-10-12 00:00:00.000,58171.89
郑州地质家园店,"80034181",2024-07-18 00:00:00.000,58166.99
武汉惠群店,"80018154",2017-08-12 00:00:00.000,58125.71
温州新城店,"80069218",2021-07-10 00:00:00.000,58114.71
宿迁沭阳苏奥店,"80054226",2020-12-24 00:00:00.000,58113.11
嘉兴嘉城绿都店,"80069001",2019-03-22 00:00:00.000,58093.23
莆田龙桥店,"80067303",2021-04-09 00:00:00.000,58069.41
宿州桐木路店,"80055215",2019-09-12 00:00:00.000,58054.88
莆田万科城陡门店,"80067306",2022-08-12 00:00:00.000,58048.05
南昌武阳店,"80052022",2017-01-01 00:00:00.000,58036.55
重庆锦虹三路店,"80016338",2021-09-30 00:00:00.000,58033.09
南通秦灶店,"80044041",2017-01-01 00:00:00.000,58028.48
莆田南门店,"80067304",2021-04-24 00:00:00.000,58024.51
盐城世纪鑫城店,"80044859",2021-05-28 00:00:00.000,58015.85
南昌京山店,"80052075",2017-06-13 00:00:00.000,58013.05
济南新沙店,"80022038",2017-01-01 00:00:00.000,57992.64
常州百草苑店,"80048136",2021-04-16 00:00:00.000,57965.57
无锡荣巷店,"80048054",2017-12-27 00:00:00.000,57954.04
杭州龙润城店,"80024793",2023-10-26 00:00:00.000,57929.63
深圳下梅林店,"80050017",2017-01-01 00:00:00.000,57924.24
衢州龙游文化东路店,"80066455",2023-04-22 00:00:00.000,57907.52
武汉体育路店,"80018224",2019-12-26 00:00:00.000,57893.77
福州万家城市广场店,"80074230",2021-12-17 00:00:00.000,57893.63
上饶广丰商城店,"80058650",2023-09-26 00:00:00.000,57855.56
天津荣安街店,"80036070",2017-01-01 00:00:00.000,57849.7
滁州时代金街店,"80055018",2020-03-31 00:00:00.000,57812.21
赣州朝阳路店,"80059224",2023-10-09 00:00:00.000,57790.26
扬州安康路新店,"80045047",2018-09-18 00:00:00.000,57776.21
郑州航海路店,"80034017",2017-12-27 00:00:00.000,57714.49
南昌水厂店,"80052143",2022-05-08 00:00:00.000,57665.58
杭州绿荫街店,"80024769",2023-02-27 00:00:00.000,57630.23
淮安青年路农贸市场店,"80056041",2020-05-13 00:00:00.000,57629.19
天津云实园店,"80036149",2020-07-15 00:00:00.000,57626.2
徐州桥东店,"80046015",2017-01-01 00:00:00.000,57622.98
西安中海凯旋门店,"80032129",2019-05-05 00:00:00.000,57619.16
南安水头海联店,"80066307",2022-09-09 00:00:00.000,57600.92
淄博香港店,"80051022",2017-01-01 00:00:00.000,57600.37
苏州昆山金鹰店,"80081256",2024-07-09 00:00:00.000,57591.23
常州锦绣店,"80048117",2017-12-27 00:00:00.000,57586.23
荆州城市御园店,"80070916",2024-06-29 00:00:00.000,57575.05
武汉翡翠玖玺店,"80018403",2023-03-03 00:00:00.000,57564.14
连云港瓯龙世纪城店,"80056049",2020-07-08 00:00:00.000,57553.76
苏州兴浦店,"80011055",2024-05-19 00:00:00.000,57545.94
扬州四望亭路店,"80045056",2022-04-22 00:00:00.000,57522.63
金华义乌福田店,"80068225",2022-07-31 00:00:00.000,57509.58
南通川北店,"80044300",2022-05-11 00:00:00.000,57490.76
南昌湾里店,"80052128",2021-09-16 00:00:00.000,57486.1
南京天印山店,"80012107",2017-01-01 00:00:00.000,57469.08
巴中小东门街店,"80075902",2022-03-23 00:00:00.000,57467.26
扬州邗江宝龙广场店,"80045202",2022-09-24 00:00:00.000,57445.92
南昌保利和光店,"80052179",2023-10-14 00:00:00.000,57442.77
襄阳铁路大院店,"80070808",2019-05-10 00:00:00.000,57442.6
武汉七里庙店,"80018407",2023-03-09 00:00:00.000,57441.35
济南城市主人店,"80022206",2020-05-12 00:00:00.000,57439.85
天门公旺大街店,"80071015",2024-08-03 00:00:00.000,57434.29
重庆金山店,"80016014",2017-01-01 00:00:00.000,57433.92
合肥原创雅苑店,"80020297",2024-08-18 00:00:00.000,57431.56
长沙南门口店,"80040069",2020-06-19 00:00:00.000,57412.59
太仓惠阳路店,"80010530",2017-08-08 00:00:00.000,57381.39
成都洪江路店,"80014399",2024-05-15 00:00:00.000,57358.51
南京雨花金地城2店,"80012479",2022-05-20 00:00:00.000,57338.89
青岛睿星店,"80031024",2018-08-24 00:00:00.000,57301.37
绵阳金域丽江店,"80074606",2020-08-24 00:00:00.000,57265.87
深圳福田皇御苑店,"80050169",2023-11-28 00:00:00.000,57193.89
苏州香缇店,"80024107",2017-03-11 00:00:00.000,57165.02
重庆松青街店,"80016300",2021-03-19 00:00:00.000,57155.24
南京泰冯路店,"80012408",2020-07-14 00:00:00.000,57145.34
成都橡树林店,"80014382",2023-08-29 00:00:00.000,57138.27
阜阳尤岗路店,"80054019",2020-06-06 00:00:00.000,57135.18
盐城吾悦广场店,"80044888",2023-08-20 00:00:00.000,57100.18
淄博南西六路店,"80051053",2020-05-06 00:00:00.000,57094.53
上海桃浦店,"80010214",2017-01-01 00:00:00.000,57090.04
天津保利金街店,"80036216",2022-06-06 00:00:00.000,57069.98
内江连台寺店,"80075835",2022-10-15 00:00:00.000,57068.77
九江利江店,"80058001",2018-04-28 00:00:00.000,57067.45
盐城兴海路农贸市场店,"80044855",2021-03-27 00:00:00.000,57034.55
深圳松坪山店,"80050007",2017-01-01 00:00:00.000,57030.55
吉安长征路店,"80058819",2021-05-01 00:00:00.000,57030.08
南通小海花园店,"80044304",2022-05-25 00:00:00.000,56988.08
黄石富星菜场店,"80070227",2022-12-09 00:00:00.000,56978.19
成都听蓝湾店,"80014265",2020-07-14 00:00:00.000,56969.76
成都新马路店,"80014019",2024-07-07 00:00:00.000,56966.77
南通大李港店,"80044194",2019-06-20 00:00:00.000,56949.55
上海新二路店,"80010666",2019-03-26 00:00:00.000,56937.21
潍坊健康西路店,"80051116",2017-01-01 00:00:00.000,56936.45
成都未来城店,"80014247",2020-05-01 00:00:00.000,56935.33
合肥颖上店,"80020055",2017-01-01 00:00:00.000,56925.81
重庆龙兴店,"80016009",2017-01-01 00:00:00.000,56906.84
盐城望海西路店,"80044866",2021-10-30 00:00:00.000,56904
襄阳桃苑小区店,"80070822",2021-03-12 00:00:00.000,56873.28
徐州梨园店,"80046515",2019-05-20 00:00:00.000,56865.31
济南桑园路店,"80022171",2019-03-02 00:00:00.000,56842.26
临沂皇山店,"80073229",2023-12-10 00:00:00.000,56818.25
济南香溢紫郡店,"80022218",2021-03-25 00:00:00.000,56788.41
阜阳双清店,"80054003",2018-04-07 00:00:00.000,56782.72
常州府琛店,"80048118",2018-04-06 00:00:00.000,56772.46
济南文贤居店,"80022207",2020-06-02 00:00:00.000,56769.56
成都凤凰城店,"80014344",2022-04-30 00:00:00.000,56765.49
石家庄闽江道店,"80062034",2020-11-12 00:00:00.000,56742.44
黄山祁红店,"80056309",2023-05-24 00:00:00.000,56727.95
镇江矿机店,"80045015",2017-01-01 00:00:00.000,56713.37
西安文景路店,"80032209",2023-03-04 00:00:00.000,56706.78
深圳丽沙花都店,"80050082",2019-03-13 00:00:00.000,56680.87
上海吾悦广场店,"80011038",2023-12-14 00:00:00.000,56660.92
鄂州新亚太店,"80071411",2023-04-29 00:00:00.000,56657.71
上海都市2店,"80010903",2018-06-08 00:00:00.000,56636.55
福州鼓西路店,"80074217",2020-11-14 00:00:00.000,56633.08
孝感后湖店,"80070625",2022-11-12 00:00:00.000,56598.84
马鞍山诗城路,"80042033",2018-03-08 00:00:00.000,56573.57
南昌龙王店,"80052015",2017-01-01 00:00:00.000,56569.85
成都锦城南府店,"80014402",2024-08-18 00:00:00.000,56568.9
南通大有镜店,"80044287",2021-12-05 00:00:00.000,56557.55
盐城人民南路店,"80044801",2018-05-05 00:00:00.000,56536.39
十堰汉城时代店,"80070315",2022-07-08 00:00:00.000,56503.9
武汉琥珀园店,"80018304",2021-03-25 00:00:00.000,56496.9
武汉光谷青年城店,"80018381",2022-09-01 00:00:00.000,56483.04
杭州彩虹城店,"80024587",2019-07-10 00:00:00.000,56477.82
咸宁通山兴业街店,"80070026",2024-07-13 00:00:00.000,56468.68
上海颛盛1店,"80010857",2021-07-25 00:00:00.000,56453.72
西安富力城店,"80032268",2024-08-05 00:00:00.000,56410.89
济南中海中央公馆店,"80022241",2022-04-03 00:00:00.000,56408.41
淮安盱眙五墩西路店,"80056114",2023-05-17 00:00:00.000,56406.04
杭州东新府店,"80024618",2020-03-29 00:00:00.000,56394.29
马鞍山滨江店,"80042207",2024-04-24 00:00:00.000,56392.32
上海秀源店,"80010585",2018-04-21 00:00:00.000,56386.53
武汉龙岭店,"80018140",2017-03-30 00:00:00.000,56386.12
徐州奎园店,"80046006",2017-03-19 00:00:00.000,56380.68
南昌子固店,"80052006",2017-01-01 00:00:00.000,56380.39
南昌青云明珠店,"80052166",2023-03-19 00:00:00.000,56306.05
郑州北郡店,"80034509",2018-05-04 00:00:00.000,56301.66
九江西苑店,"80058005",2018-08-04 00:00:00.000,56282.46
长沙长塘里店,"80040046",2018-06-06 00:00:00.000,56281.21
扬州邗江天和国际店,"80045213",2023-07-29 00:00:00.000,56254.1
成都天佑店,"80014264",2020-07-10 00:00:00.000,56252
苏州钻石店,"80024332",2023-06-18 00:00:00.000,56239.15
成都林泉店,"80014182",2019-03-27 00:00:00.000,56234.36
青岛晓港名城店,"80031096",2023-08-09 00:00:00.000,56204.89
重庆国博城店,"80016361",2022-05-11 00:00:00.000,56188.79
宁波北公元世家店,"80068626",2022-04-08 00:00:00.000,56184.96
芜湖望宝国际店,"80042132",2020-10-13 00:00:00.000,56175.77
南宁纬武店,"80064301",2021-07-23 00:00:00.000,56171.87
无锡春合苑店,"80048007",2017-12-27 00:00:00.000,56157.03
南昌莲富店,"80052076",2017-07-21 00:00:00.000,56155.63
武汉宝丰二路店,"80018188",2019-03-15 00:00:00.000,56148.13
西安华润24城店,"80032090",2018-07-08 00:00:00.000,56130.39
铜陵铜官万达店,"80081196",2024-03-31 00:00:00.000,56116.7
滁州大润发店,"80055023",2020-09-30 00:00:00.000,56045.8
合肥金都华庭店,"80020211",2018-03-10 00:00:00.000,56012.42
天津锦堂市场店,"80036195",2022-04-29 00:00:00.000,55993.78
芜湖中二街店,"80042084",2017-01-01 00:00:00.000,55982.89
济南华山珑城店,"80022122",2017-09-27 00:00:00.000,55979.29
淄博齐悦花园店,"80051042",2019-07-22 00:00:00.000,55950.02
泰州斜桥二店,"80044202",2020-04-17 00:00:00.000,55911.74
泰州海陵万达店,"80081199",2024-03-31 00:00:00.000,55886.59
武汉江民路店,"80018217",2019-10-03 00:00:00.000,55875.23
大连寺儿沟店,"80056530",2023-09-22 00:00:00.000,55847.13
武汉水岸国际店,"80018379",2022-08-26 00:00:00.000,55821.24
北京田村店,"80037570",2022-11-10 00:00:00.000,55818.55
黄冈黄州昆仑东湖一号店,"80072525",2022-04-19 00:00:00.000,55810.12
北京真武庙店,"80037600",2023-05-17 00:00:00.000,55787.14
重庆康辉路店,"80016270",2020-06-28 00:00:00.000,55779.98
广安邻水建新路店,"80074903",2022-06-30 00:00:00.000,55752.57
成都楠香山店,"80014303",2021-06-05 00:00:00.000,55752.33
深圳观澜懿花园店,"80050155",2022-12-31 00:00:00.000,55733.73
苏州黄埭方桥店,"80024345",2023-11-18 00:00:00.000,55731.61
广安武胜振兴路店,"80074901",2022-01-01 00:00:00.000,55718.59
成都蜀镇店,"80014332",2022-03-05 00:00:00.000,55712.85
南昌新都会店,"80052148",2022-06-26 00:00:00.000,55705.22
武汉工业二路店,"80018321",2021-07-04 00:00:00.000,55670.4
绍兴店口店,"80068426",2022-09-06 00:00:00.000,55658.09
南昌花园店,"80052032",2017-01-01 00:00:00.000,55630.01
